Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval
Symptoms of Depressive Disorder,By State,Iowa,Iowa,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,20.9,17.6,24.5,17.6 - 24.5
Symptoms of Depressive Disorder,By State,Kansas,Kansas,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,20.6,17.7,23.8,17.7 - 23.8
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,27,22.3,32.1,22.3 - 32.1
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,24.7,20.5,29.3,20.5 - 29.3
Symptoms of Depressive Disorder,By State,Maine,Maine,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,18.8,14.9,23.2,14.9 - 23.2
Symptoms of Depressive Disorder,By State,Maryland,Maryland,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,20.9,17.6,24.5,17.6 - 24.5
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,20.3,16.9,24.1,16.9 - 24.1
Symptoms of Depressive Disorder,By State,Michigan,Michigan,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,21.9,18.5,25.4,18.5 - 25.4
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,18.1,15,21.5,15.0 - 21.5
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,25.2,20.8,30.1,20.8 - 30.1
Symptoms of Depressive Disorder,By State,Missouri,Missouri,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,21.3,17.8,25.1,17.8 - 25.1
Symptoms of Depressive Disorder,By State,Montana,Montana,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,21.2,17.7,25,17.7 - 25.0
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,22.8,19,26.9,19.0 - 26.9
Symptoms of Depressive Disorder,By State,Nevada,Nevada,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,27.1,21.9,32.9,21.9 - 32.9
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,19.1,15.2,23.4,15.2 - 23.4
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,17.7,14.6,21.2,14.6 - 21.2
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,25.6,20.8,30.8,20.8 - 30.8
Symptoms of Depressive Disorder,By State,New York,New York,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,18.4,15.4,21.8,15.4 - 21.8
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,26.3,22.9,29.9,22.9 - 29.9
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,17.3,13,22.2,13.0 - 22.2
Symptoms of Depressive Disorder,By State,Ohio,Ohio,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,21.2,17.8,24.9,17.8 - 24.9
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,23.6,19.8,27.8,19.8 - 27.8
Symptoms of Depressive Disorder,By State,Oregon,Oregon,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,22.7,19.6,26,19.6 - 26.0
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,20,17.2,23.1,17.2 - 23.1
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,18.2,12.9,24.6,12.9 - 24.6
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,26.3,21.7,31.4,21.7 - 31.4
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,16.3,12.7,20.4,12.7 - 20.4
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,24.1,20.6,27.8,20.6 - 27.8
Symptoms of Depressive Disorder,By State,Texas,Texas,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,22.9,20,26.1,20.0 - 26.1
Symptoms of Depressive Disorder,By State,Utah,Utah,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,23.9,20.5,27.5,20.5 - 27.5
Symptoms of Depressive Disorder,By State,Vermont,Vermont,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,15.3,11.1,20.3,11.1 - 20.3
Symptoms of Depressive Disorder,By State,Virginia,Virginia,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,19.3,16.3,22.6,16.3 - 22.6
Symptoms of Depressive Disorder,By State,Washington,Washington,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,20.5,17.5,23.7,17.5 - 23.7
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,26.3,21.8,31.2,21.8 - 31.2
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,17.5,13.8,21.6,13.8 - 21.6
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,3.9,60,"Jul 26 - Aug 7, 2023",7/26/2023,8/7/2023,24.7,20.1,29.7,20.1 - 29.7
Symptoms of Depressive Disorder,National Estimate,United States,United States,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,19,18.4,19.7,18.4 - 19.7
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,29.7,27.4,32,27.4 - 32.0
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,23,21.3,24.7,21.3 - 24.7
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,19.4,18.2,20.7,18.2 - 20.7
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,16.7,15.5,17.9,15.5 - 17.9
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,13.1,11.8,14.4,11.8 - 14.4
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,10.9,9.6,12.3,9.6 - 12.3
Symptoms of Depressive Disorder,By Age,United States,80 years and above,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,11.3,8.7,14.3,8.7 - 14.3
Symptoms of Depressive Disorder,By Sex,United States,Male,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,18.2,17.3,19.1,17.3 - 19.1
Symptoms of Depressive Disorder,By Sex,United States,Female,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,19.8,18.9,20.7,18.9 - 20.7
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,20.6,18.4,23,18.4 - 23.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,18.2,17.6,18.8,17.6 - 18.8
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,19.5,17.6,21.6,17.6 - 21.6
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,15.7,13.6,18,13.6 - 18.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,27.5,23.5,31.8,23.5 - 31.8
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,24.8,21.3,28.6,21.3 - 28.6
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,21.7,20.2,23.3,20.2 - 23.3
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,21.8,20.9,22.7,20.9 - 22.7
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,13,12.4,13.7,12.4 - 13.7
Symptoms of Depressive Disorder,By State,Alabama,Alabama,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,22.1,18.2,26.3,18.2 - 26.3
Symptoms of Depressive Disorder,By State,Alaska,Alaska,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,18.3,14.7,22.5,14.7 - 22.5
Symptoms of Depressive Disorder,By State,Arizona,Arizona,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,19.9,17.1,23,17.1 - 23.0
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,26.1,22.1,30.4,22.1 - 30.4
Symptoms of Depressive Disorder,By State,California,California,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,18.3,16.2,20.5,16.2 - 20.5
Symptoms of Depressive Disorder,By State,Colorado,Colorado,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,19.3,16.4,22.4,16.4 - 22.4
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,14.9,12.2,17.9,12.2 - 17.9
Symptoms of Depressive Disorder,By State,Delaware,Delaware,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,20.1,15.6,25.3,15.6 - 25.3
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,11,8.2,14.5,8.2 - 14.5
Symptoms of Depressive Disorder,By State,Florida,Florida,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,19.5,16.7,22.5,16.7 - 22.5
Symptoms of Depressive Disorder,By State,Georgia,Georgia,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,19.7,16,23.9,16.0 - 23.9
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,19.6,14.6,25.5,14.6 - 25.5
Symptoms of Depressive Disorder,By State,Idaho,Idaho,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,19.7,16.1,23.7,16.1 - 23.7
Symptoms of Depressive Disorder,By State,Illinois,Illinois,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,17.5,14.6,20.6,14.6 - 20.6
Symptoms of Depressive Disorder,By State,Indiana,Indiana,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,20.3,17.4,23.4,17.4 - 23.4
Symptoms of Depressive Disorder,By State,Iowa,Iowa,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,20.5,17.4,23.8,17.4 - 23.8
Symptoms of Depressive Disorder,By State,Kansas,Kansas,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,19.1,15.9,22.7,15.9 - 22.7
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,21.2,18.2,24.4,18.2 - 24.4
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,22.9,18.8,27.4,18.8 - 27.4
Symptoms of Depressive Disorder,By State,Maine,Maine,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,20.8,16.4,25.8,16.4 - 25.8
Symptoms of Depressive Disorder,By State,Maryland,Maryland,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,14.5,11.8,17.5,11.8 - 17.5
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,19.6,16.3,23.2,16.3 - 23.2
Symptoms of Depressive Disorder,By State,Michigan,Michigan,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,19.1,16.6,21.8,16.6 - 21.8
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,15.2,12.5,18.3,12.5 - 18.3
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,26.6,20.2,33.8,20.2 - 33.8
Symptoms of Depressive Disorder,By State,Missouri,Missouri,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,17.5,14.4,21,14.4 - 21.0
Symptoms of Depressive Disorder,By State,Montana,Montana,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,17.4,13,22.6,13.0 - 22.6
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,18.4,15.3,21.9,15.3 - 21.9
Symptoms of Depressive Disorder,By State,Nevada,Nevada,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,20.6,16.3,25.5,16.3 - 25.5
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,17.6,14.3,21.4,14.3 - 21.4
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,14.9,12.2,18,12.2 - 18.0
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,21.5,17.6,25.8,17.6 - 25.8
Symptoms of Depressive Disorder,By State,New York,New York,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,17.7,14.3,21.6,14.3 - 21.6
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,18.4,15.1,22,15.1 - 22.0
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,15.9,12.4,20,12.4 - 20.0
Symptoms of Depressive Disorder,By State,Ohio,Ohio,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,20.6,17.4,24.1,17.4 - 24.1
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,20.9,17.6,24.5,17.6 - 24.5
Symptoms of Depressive Disorder,By State,Oregon,Oregon,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,20.6,17.5,24,17.5 - 24.0
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,19.7,16.8,22.8,16.8 - 22.8
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,14.7,10.6,19.6,10.6 - 19.6
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,18.3,15.1,21.8,15.1 - 21.8
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,18.4,14.6,22.8,14.6 - 22.8
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,20.5,17.1,24.1,17.1 - 24.1
Symptoms of Depressive Disorder,By State,Texas,Texas,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,19.6,17.2,22.2,17.2 - 22.2
Symptoms of Depressive Disorder,By State,Utah,Utah,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,19.4,16.4,22.7,16.4 - 22.7
Symptoms of Depressive Disorder,By State,Vermont,Vermont,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,12.3,7.3,19.1,7.3 - 19.1
Symptoms of Depressive Disorder,By State,Virginia,Virginia,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,18.5,16.3,21,16.3 - 21.0
Symptoms of Depressive Disorder,By State,Washington,Washington,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,21.7,19,24.5,19.0 - 24.5
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,20.2,16.8,23.9,16.8 - 23.9
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,16.2,13.1,19.6,13.1 - 19.6
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,3.1,61,"Aug 23 - Sep 4, 2023",8/23/2023,9/4/2023,22,17.9,26.5,17.9 - 26.5
Symptoms of Depressive Disorder,National Estimate,United States,United States,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,22.5,21.8,23.2,21.8 - 23.2
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,34.9,32.5,37.4,32.5 - 37.4
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,27.2,25.6,28.8,25.6 - 28.8
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,23.2,22,24.4,22.0 - 24.4
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,21.1,19.7,22.6,19.7 - 22.6
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,15.7,14.8,16.7,14.8 - 16.7
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,12.9,11.6,14.2,11.6 - 14.2
Symptoms of Depressive Disorder,By Age,United States,80 years and above,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,11.6,9.1,14.4,9.1 - 14.4
Symptoms of Depressive Disorder,By Sex,United States,Male,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,21.6,20.5,22.8,20.5 - 22.8
Symptoms of Depressive Disorder,By Sex,United States,Female,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,23.3,22.4,24.2,22.4 - 24.2
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,24.9,22.9,27.1,22.9 - 27.1
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,21.5,20.8,22.2,20.8 - 22.2
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,25.2,22.8,27.8,22.8 - 27.8
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,14.9,12.7,17.3,12.7 - 17.3
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,29.5,26.9,32.1,26.9 - 32.1
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,27.1,23.4,31,23.4 - 31.0
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,25.7,24.1,27.4,24.1 - 27.4
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,27.2,26.3,28.1,26.3 - 28.1
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,15,14.3,15.8,14.3 - 15.8
Symptoms of Depressive Disorder,By State,Alabama,Alabama,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,24.3,20.3,28.5,20.3 - 28.5
Symptoms of Depressive Disorder,By State,Alaska,Alaska,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,27.1,21.9,32.7,21.9 - 32.7
Symptoms of Depressive Disorder,By State,Arizona,Arizona,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,20.7,18.2,23.4,18.2 - 23.4
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,24.5,20.4,28.9,20.4 - 28.9
Symptoms of Depressive Disorder,By State,California,California,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,21.1,18.4,23.9,18.4 - 23.9
Symptoms of Depressive Disorder,By State,Colorado,Colorado,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,22.5,20,25.2,20.0 - 25.2
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,18.2,15.4,21.3,15.4 - 21.3
Symptoms of Depressive Disorder,By State,Delaware,Delaware,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,20.3,16.4,24.7,16.4 - 24.7
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,12.2,9,16.1,9.0 - 16.1
Symptoms of Depressive Disorder,By State,Florida,Florida,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,27.3,24.3,30.5,24.3 - 30.5
Symptoms of Depressive Disorder,By State,Georgia,Georgia,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,24.9,20.8,29.3,20.8 - 29.3
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,20.4,16.2,25.1,16.2 - 25.1
Symptoms of Depressive Disorder,By State,Idaho,Idaho,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,20.2,17.1,23.6,17.1 - 23.6
Symptoms of Depressive Disorder,By State,Illinois,Illinois,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,20.3,16.9,24.1,16.9 - 24.1
Symptoms of Depressive Disorder,By State,Indiana,Indiana,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,22.6,19.2,26.3,19.2 - 26.3
Symptoms of Depressive Disorder,By State,Iowa,Iowa,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,21,17.7,24.6,17.7 - 24.6
Symptoms of Depressive Disorder,By State,Kansas,Kansas,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,21.1,18.3,24,18.3 - 24.0
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,27.8,22.6,33.4,22.6 - 33.4
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,26.9,22.7,31.5,22.7 - 31.5
Symptoms of Depressive Disorder,By State,Maine,Maine,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,21.8,17.6,26.5,17.6 - 26.5
Symptoms of Depressive Disorder,By State,Maryland,Maryland,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,19.5,15.9,23.6,15.9 - 23.6
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,18.5,16.1,21.1,16.1 - 21.1
Symptoms of Depressive Disorder,By State,Michigan,Michigan,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,22.7,19.9,25.7,19.9 - 25.7
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,20.2,16.3,24.4,16.3 - 24.4
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,21.9,17.6,26.8,17.6 - 26.8
Symptoms of Depressive Disorder,By State,Missouri,Missouri,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,24.1,20.6,27.9,20.6 - 27.9
Symptoms of Depressive Disorder,By State,Montana,Montana,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,21.8,17.9,26.1,17.9 - 26.1
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,20.5,17.9,23.1,17.9 - 23.1
Symptoms of Depressive Disorder,By State,Nevada,Nevada,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,27.9,24.5,31.4,24.5 - 31.4
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,3.1,62,"Sep 20 - Oct 2, 2023",9/20/2023,10/2/2023,22.2,18.4,26.3,18.4 - 26.3
